Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,335.96442,145.47983,1168.71863,359.1781,113.52519,1125.41687,406.66898,97.27579,1104.20679,468.75644,121.49138,1116.11206,414.31674,119.65477,1209.26172,465.03946,120.78188,1207.63599,514.58618,118.13419,1212.28052
2,0.008,335.8967,145.40111,1168.80615,359.1781,113.52519,1125.41687,406.41638,96.7757,1104.33264,468.75644,121.49138,1116.11206,414.27032,119.39407,1209.28589,465.14185,120.92748,1207.82458,514.83405,117.52956,1212.16797
3,0.017,336.19748,144.96181,1169.18335,359.55847,113.17393,1125.47681,406.66898,97.27579,1104.20679,468.53186,121.35728,1116.25781,414.49457,118.56906,1209.60242,465.16479,120.60576,1207.88049,514.7384,117.23559,1212.11133
4,0.025,336.84161,144.21422,1168.61011,359.1781,113.52519,1125.41687,406.81857,97.29439,1104.02429,468.20435,120.97787,1116.6217,414.44296,118.51302,1209.74585,464.90515,118.57613,1208.39319,514.61804,117.34491,1212.37598
5,0.033,336.73312,144.24619,1168.59607,359.1781,113.52519,1125.41687,406.66898,97.27579,1104.20679,468.22842,120.81342,1116.65796,414.54193,118.33833,1209.94836,464.65906,118.6627,1208.59534,514.68225,117.4743,1212.71912
6,0.042,335.67719,144.27226,1169.32227,359.1781,113.52519,1125.41687,406.41638,96.7757,1104.33264,468.08542,120.81204,1117.17456,413.97009,117.9715,1210.01672,464.42819,118.57064,1208.77881,514.52466,117.87863,1213.16602
7,0.05,335.9422,143.93764,1169.55798,359.44745,113.19093,1125.62659,406.05954,96.52628,1104.75293,468.07471,120.20654,1117.60339,413.66196,117.92947,1210.18896,464.16495,119.15041,1209.0448,514.48358,117.21445,1214.31812
8,0.058,335.67719,144.27226,1169.32227,359.77216,112.37991,1126.38477,405.9158,96.26364,1104.81384,468.43872,119.68017,1117.53259,413.3175,117.96572,1210.5387,464.40063,119.8661,1209.50623,514.45258,117.7093,1215.23779
9,0.067,335.76489,143.87337,1169.64905,359.38635,112.68466,1126.39465,405.93158,96.38152,1105.17749,468.47455,119.2483,1118.12512,413.07779,117.90543,1210.74829,464.29184,119.69283,1210.08679,513.96631,117.70557,1216.89221
10,0.075,335.52112,144.0876,1169.88184,357.70264,109.96227,1127.41333,405.93207,96.36403,1105.77673,468.20938,118.52628,1118.51782,413.03497,118.06725,1211.03516,464.09192,119.31326,1210.55823,513.87396,117.68166,1217.34534
