Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,1562.3374,182.60921,939.28381,1579.5929,241.21802,925.51074,1592.3396,263.71359,886.08331,1602.80457,283.64276,845.40106,1558.27087,205.20039,854.04016,1587.48718,209.49513,798.41809,1618.99084,219.73065,773.7995
2,0.008,1555.62146,182.47997,938.69885,1573.64661,244.18303,925.33142,1585.72632,265.54803,885.20978,1595.13843,284.84625,844.3429,1552.28528,206.55786,853.94196,1580.96594,211.1169,798.62964,1612.12939,222.063,772.22455
3,0.017,1549.53394,182.41029,937.92834,1567.86743,243.47284,925.00165,1578.56421,266.33365,885.07196,1588.42932,282.84915,844.42218,1547.92737,203.56467,852.69098,1575.3905,208.45802,798.40802,1607.95422,218.63019,771.44489
4,0.025,1543.71338,181.50008,936.87512,1560.92004,241.58624,923.54095,1573.62683,264.2868,884.04504,1583.52063,283.49142,844.04248,1540.03394,205.56895,852.53455,1569.4585,209.47864,797.75378,1601.82861,220.59131,771.50244
5,0.033,1536.99744,182.46988,936.74609,1554.56787,243.54474,923.63141,1567.26843,265.44934,883.42181,1575.29163,283.57547,842.53925,1533.19519,205.44626,849.33337,1561.76184,212.36839,797.09625,1595.53662,222.43034,770.2099
6,0.042,1532.47595,182.89926,936.46997,1548.22083,242.23422,922.95197,1559.9364,266.11557,882.74597,1569.26978,282.7457,841.70251,1528.5719,203.68599,850.44812,1556.98743,211.58907,795.88373,1592.84863,222.43622,770.15668
7,0.05,1526.38782,182.21692,934.70099,1542.77124,241.26064,920.86023,1554.67883,264.39493,880.67065,1565.0448,283.10397,840.77448,1522.87939,204.67464,847.4068,1552.61536,211.6203,795.09222,1584.53479,221.80194,769.66504
8,0.058,1518.59229,182.26115,932.44055,1534.11926,240.94576,918.97961,1548.82275,265.68137,881.06659,1555.57727,282.298,840.74872,1517.46936,208.03987,846.78168,1546.44385,213.84442,793.51575,1578.35547,224.5359,768.56342
9,0.067,1511.68384,183.71155,931.8573,1526.79651,243.08017,920.17664,1541.82166,266.61646,878.97839,1548.90259,284.36304,839.45367,1511.10193,205.84103,845.55206,1541.25842,213.79747,791.76904,1573.51941,224.97723,768.47198
10,0.075,1507.22632,179.66156,930.11823,1523.16858,240.26787,917.37128,1535.54175,266.87503,878.86658,1546.67285,284.38831,837.79218,1505.20996,205.56787,844.69147,1534.64258,211.30188,791.37427,1569.79541,226.17708,767.79083
11,0.083,1500.45581,181.92685,928.96307,1516.80664,242.06122,917.64056,1529.703,265.98883,877.6192,1539.90552,283.33932,837.03772,1499.23608,207.99544,843.83136,1530.47351,212.92281,790.49023,1561.28516,225.01521,766.89136
12,0.092,1492.56482,182.43895,928.41699,1509.32446,242.04007,913.97766,1522.85022,266.60406,875.15332,1532.70496,285.28989,836.47198,1491.75464,208.10822,842.94678,1524.573,214.0609,788.99988,1558.58179,223.97591,766.97168
