Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,18.66506,144.43881,928.99573,-34.76506,133.79967,945.61688,-40.50176,107.03628,962.62549,-36.22843,66.78858,982.52142,51.28294,79.10107,927.89093,35.27364,33.03273,914.11127,1.50769,3.53152,893.08136
2,0.008,18.81222,144.14055,929.28668,-35.44618,133.67438,945.63513,-40.76256,107.01102,962.37537,-36.82238,66.94686,982.41034,51.27949,78.90967,928.38336,35.12093,32.91415,914.19562,0.12267,2.97826,893.52814
3,0.017,18.81222,144.14055,929.28668,-35.44618,133.67438,945.63513,-39.61038,107.15609,962.54254,-36.97692,66.92258,982.4765,52.50434,79.31189,928.37469,35.07173,32.34569,914.74524,0.57439,3.5084,894.6745
4,0.025,18.27817,143.96429,929.28809,-35.89759,133.56769,946.26819,-41.44034,107.18655,963.39423,-37.10997,66.88522,982.55408,51.8432,78.21099,929.52771,34.86668,32.03169,914.79803,0.67378,2.84267,895.52332
5,0.033,17.86873,143.54828,929.88062,-36.15659,133.16443,946.53339,-40.77233,106.53683,963.31866,-37.13749,66.5668,983.6673,50.78762,78.64214,930.22235,34.75956,31.95548,915.75513,-0.42656,3.44439,896.54254
6,0.042,16.92791,143.19023,930.87427,-36.15659,133.16443,946.53339,-40.30857,107.36797,964.03162,-37.28975,66.4427,984.11023,50.20934,78.65496,930.55176,34.05082,31.92262,916.28644,-0.53724,3.20702,896.77173
7,0.05,16.67673,143.31546,930.99731,-36.14417,134.67201,946.8537,-40.28676,107.33566,964.51239,-37.39086,66.57879,984.32086,49.32409,79.90227,931.49982,32.88943,31.11861,917.9762,-0.50966,2.46908,897.55048
8,0.058,16.79653,143.4702,931.12909,-35.95575,135.03345,947.37689,-41.04642,107.31766,965.0506,-37.87512,66.49118,984.51031,48.97263,79.46062,932.10986,32.7173,30.85186,918.17883,-1.98412,1.64424,898.00287
9,0.067,16.84456,143.24231,931.38721,-35.95401,134.87802,947.53735,-41.01934,107.63502,965.56604,-39.02416,66.65911,985.19611,49.19303,79.10566,932.50781,32.7173,30.85186,918.17883,-2.04873,1.81891,898.42133
10,0.075,16.84018,143.46512,931.58337,-35.95401,134.87802,947.53735,-41.29222,108.45814,965.55396,-39.54996,66.62625,985.34711,49.19303,79.10566,932.50781,32.68861,31.12997,918.36426,-2.04873,1.81891,898.42133
11,0.083,16.77897,143.72327,931.72369,-36.3395,134.66031,947.59534,-41.09552,108.42022,965.77551,-39.36531,66.95141,985.65527,49.19303,79.10566,932.50781,32.74866,31.14786,918.56506,-2.04873,1.81891,898.42133
12,0.092,16.77897,143.72327,931.72369,-33.44864,137.72025,948.13281,-40.60125,108.22052,965.86389,-39.36531,66.95141,985.65527,49.19303,79.10566,932.50781,32.5215,30.9889,918.37274,-2.04873,1.81891,898.42133
13,0.1,16.86674,144.1011,931.90186,-35.70209,135.39622,948.13367,-40.16031,108.05006,965.88562,-37.79221,66.67136,985.35718,49.43907,79.43008,932.5238,32.7173,30.85186,918.17883,-0.50966,2.46908,897.55048
14,0.108,17.02297,144.48462,931.7702,-35.66685,135.16162,948.38953,-40.50264,108.18415,965.98651,-37.30404,66.92208,984.93488,48.90869,80.20823,931.40802,33.03593,32.14005,916.96741,-0.50966,2.46908,897.55048
15,0.117,17.56725,144.52975,931.37891,-35.95575,135.03345,947.37689,-38.98061,108.40234,965.60974,-37.22923,66.97079,984.85681,51.03787,79.17054,930.45081,34.60924,32.1487,916.12793,0.39503,2.933,895.86731
16,0.125,18.48666,144.84016,930.85352,-35.79289,135.21994,947.25555,-40.43439,108.19617,964.79108,-37.16769,66.80575,984.37329,52.25409,78.68405,930.10443,35.32847,32.49168,914.99689,0.7199,3.64815,895.39832
17,0.133,18.95897,144.77405,930.04236,-37.32122,132.62595,946.51215,-38.66864,107.93192,963.79034,-35.96648,66.41685,983.25854,52.87116,80.15263,928.91779,35.90354,32.80098,914.77478,1.7346,4.53713,894.36273
18,0.142,19.10058,145.48027,929.45709,-34.5644,133.75314,945.75067,-39.87498,108.33865,962.90277,-36.15112,66.8082,982.79291,52.74863,80.88766,928.15027,35.92132,33.81711,913.79132,3.70986,3.83795,893.84174
19,0.15,18.92332,146.26677,928.70697,-34.27723,134.03731,945.19861,-39.28834,108.17842,963.01276,-35.48214,66.59677,982.16327,53.13922,80.89857,927.8219,36.62745,33.91694,913.854,4.71855,4.02349,893.14203
