Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,589.0766,277.9241,1360.08228,589.74237,234.32217,1368.27344,623.30414,218.157,1379.94763,655.27808,195.06335,1396.9812,661.88574,270.34241,1361.90332,712.11938,269.8219,1371.25854,752.41809,277.39145,1372.4043
2,0.008,589.14929,277.92633,1360.10364,590.12311,234.1459,1368.01514,623.52643,216.92622,1379.95349,655.52533,194.92596,1397.10632,661.88574,270.34241,1361.90332,712.11481,269.71664,1371.40466,752.41809,277.39145,1372.4043
3,0.017,589.14929,277.92633,1360.10364,590.31238,234.07709,1368.02808,623.30414,218.157,1379.94763,655.27808,195.06335,1396.9812,661.75146,270.2984,1361.97546,712.11481,269.71664,1371.40466,752.41809,277.39145,1372.4043
4,0.025,589.0766,277.9241,1360.08228,590.31238,234.07709,1368.02808,623.30414,218.157,1379.94763,655.52533,194.92596,1397.10632,661.75146,270.2984,1361.97546,712.11481,269.71664,1371.40466,752.41809,277.39145,1372.4043
5,0.033,589.14929,277.92633,1360.10364,590.12311,234.1459,1368.01514,623.30414,218.157,1379.94763,655.52533,194.92596,1397.10632,661.75146,270.2984,1361.97546,712.11481,269.71664,1371.40466,752.41809,277.39145,1372.4043
6,0.042,589.14929,277.92633,1360.10364,590.5329,234.10753,1368.16492,623.30414,218.157,1379.94763,655.27808,195.06335,1396.9812,661.75146,270.2984,1361.97546,712.11298,269.37387,1370.65942,752.54498,276.9248,1372.14685
7,0.05,589.14929,277.92633,1360.10364,590.5329,234.10753,1368.16492,623.30414,218.157,1379.94763,655.27808,195.06335,1396.9812,661.75146,270.2984,1361.97546,712.11481,269.71664,1371.40466,752.54498,276.9248,1372.14685
8,0.058,589.14929,277.92633,1360.10364,590.12311,234.1459,1368.01514,623.30414,218.157,1379.94763,655.27808,195.06335,1396.9812,661.75146,270.2984,1361.97546,712.11481,269.71664,1371.40466,752.54498,276.9248,1372.14685
9,0.067,589.14929,277.92633,1360.10364,590.12311,234.1459,1368.01514,623.30414,218.157,1379.94763,655.52533,194.92596,1397.10632,661.75146,270.2984,1361.97546,711.1759,269.79425,1371.44104,752.54498,276.9248,1372.14685
10,0.075,589.0766,277.9241,1360.08228,589.47668,234.41467,1368.26392,623.52643,216.92622,1379.95349,655.27808,195.06335,1396.9812,661.75146,270.2984,1361.97546,711.1759,269.79425,1371.44104,752.64294,276.69702,1372.02673
11,0.083,589.14929,277.92633,1360.10364,590.12311,234.1459,1368.01514,623.30414,218.157,1379.94763,655.27808,195.06335,1396.9812,661.75146,270.2984,1361.97546,711.18048,269.89951,1371.29492,752.54498,276.9248,1372.14685
12,0.092,589.14929,277.92633,1360.10364,590.12311,234.1459,1368.01514,623.52643,216.92622,1379.95349,655.14362,194.07893,1396.00256,661.75146,270.2984,1361.97546,711.16626,269.35983,1370.84485,752.64294,276.69702,1372.02673
13,0.1,589.14929,277.92633,1360.10364,590.12311,234.1459,1368.01514,623.3313,216.3502,1380.18042,655.14362,194.07893,1396.00256,661.82166,270.26773,1361.86719,711.44543,268.9057,1370.87109,752.90851,276.22366,1371.95398
14,0.108,589.14929,277.92633,1360.10364,589.82928,233.47853,1367.90918,623.35925,216.31458,1380.12146,655.14362,194.07893,1396.00256,661.94507,270.21167,1361.94971,711.44543,268.9057,1370.87109,753.03552,275.98541,1372.06604
15,0.117,589.14929,277.92633,1360.10364,590.01123,233.40086,1367.92676,623.35925,216.31458,1380.12146,655.14362,194.07893,1396.00256,661.51257,270.142,1362.18359,711.44543,268.9057,1370.87109,753.03552,275.98541,1372.06604
16,0.125,589.14929,277.92633,1360.10364,589.6214,233.51703,1367.76453,623.35925,216.31458,1380.12146,654.92975,194.24313,1395.81421,661.16272,269.86429,1361.99292,711.58142,268.55963,1371.02319,753.03552,275.98541,1372.06604
17,0.133,588.68835,277.95786,1360.11584,589.6214,233.51703,1367.76453,623.35925,216.31458,1380.12146,655.14362,194.07893,1396.00256,661.03937,269.92032,1361.91028,711.58142,268.55963,1371.02319,753.03552,275.98541,1372.06604
18,0.142,589.14929,277.92633,1360.10364,589.6214,233.51703,1367.76453,623.35925,216.31458,1380.12146,654.92975,194.24313,1395.81421,661.16272,269.86429,1361.99292,711.54059,269.1701,1371.6001,753.03552,275.98541,1372.06604
19,0.15,589.30542,277.6666,1360.28052,590.01123,233.40086,1367.92676,623.35925,216.31458,1380.12146,655.14362,194.07893,1396.00256,661.42419,269.39053,1361.86499,711.84314,268.12091,1371.17908,753.03552,275.98541,1372.06604
20,0.158,589.30542,277.6666,1360.28052,589.80341,233.43936,1367.7821,623.35925,216.31458,1380.12146,654.92975,194.24313,1395.81421,661.16272,269.86429,1361.99292,711.80927,268.7337,1371.70032,753.03552,275.98541,1372.06604
21,0.167,589.30542,277.6666,1360.28052,589.6214,233.51703,1367.76453,623.35925,216.31458,1380.12146,654.92975,194.24313,1395.81421,661.16272,269.86429,1361.99292,712.04791,267.49838,1370.97827,753.03552,275.98541,1372.06604
22,0.175,589.30542,277.6666,1360.28052,589.6214,233.51703,1367.76453,622.92865,215.67889,1380.18262,655.51123,192.6382,1395.95227,661.16272,269.86429,1361.99292,712.20911,267.37802,1371.49353,753.03552,275.98541,1372.06604
23,0.183,588.8656,277.62323,1360.0564,588.87152,233.86067,1368.05322,622.92865,215.67889,1380.18262,655.51123,192.6382,1395.95227,661.20288,269.69223,1362.14587,712.20911,267.37802,1371.49353,753.3476,275.50006,1372.10474
24,0.192,588.60431,277.63748,1360.05237,589.3653,233.67995,1368.07825,622.92865,215.67889,1380.18262,654.58124,191.07368,1395.91077,661.51147,269.22198,1362.2655,712.20911,267.37802,1371.49353,753.3476,275.50006,1372.10474
25,0.2,589.53198,277.70432,1360.86768,589.82928,233.47853,1367.90918,622.92865,215.67889,1380.18262,655.47119,192.38496,1396.24695,661.51147,269.22198,1362.2655,712.20911,267.37802,1371.49353,753.3476,275.50006,1372.10474
26,0.208,589.53198,277.70432,1360.86768,590.01123,233.40086,1367.92676,622.97845,215.49904,1379.68665,655.00293,190.80861,1396.21387,661.58203,268.99091,1362.11829,712.21503,267.24496,1371.65552,753.07477,275.05121,1372.01794
27,0.217,589.53198,277.70432,1360.86768,590.01123,233.40086,1367.92676,622.92865,215.67889,1380.18262,654.58124,191.07368,1395.91077,661.58203,268.99091,1362.11829,712.21503,267.24496,1371.65552,753.3476,275.50006,1372.10474
28,0.225,589.53198,277.70432,1360.86768,589.82928,233.47853,1367.90918,622.92865,215.67889,1380.18262,654.60394,190.85036,1396.1698,661.58203,268.99091,1362.11829,712.21503,267.24496,1371.65552,753.07477,275.05121,1372.01794
