Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,368.78278,67.02675,1150.39624,372.65292,22.23064,1116.12268,404.50534,1.51967,1090.5459,439.6868,-7.96779,1072.51807,440.35086,31.25208,1155.17578,481.44281,25.72346,1154.72083,516.48975,18.89603,1152.80908
2,0.008,368.23129,67.2098,1150.12488,373.06372,22.37944,1115.48193,404.48044,1.36955,1090.4043,439.6868,-7.96779,1072.51807,439.25595,31.40283,1156.00732,480.69568,26.31814,1156.76904,515.15479,18.30387,1155.69763
3,0.017,367.89966,67.1756,1149.85413,373.33505,22.52764,1115.03296,405.31589,1.72973,1089.7793,441.11606,-8.17261,1073.21265,438.61877,31.5085,1156.85437,478.77899,29.62616,1159.90039,513.94171,19.89269,1161.15259
4,0.025,367.54941,66.92239,1149.68896,374.3992,22.99039,1113.77979,407.13266,5.00984,1090.33423,445.43286,-7.48567,1073.00696,438.26416,32.36964,1157.58997,478.34116,30.02408,1162.55713,513.78186,21.69611,1166.00842
5,0.033,366.67654,67.13624,1149.29565,375.25101,23.07487,1114.59802,410.15302,6.22479,1090.56555,448.12018,-3.90229,1073.63599,437.79868,33.59931,1160.02686,477.95551,30.85041,1165.68909,512.33832,24.49628,1171.07361
6,0.042,366.4888,67.13994,1149.09766,375.85663,23.8107,1113.56116,411.84683,7.27478,1090.6405,448.94019,-0.52454,1075.25049,438.10648,33.0502,1161.74573,476.14508,34.75726,1168.32178,510.67776,27.01303,1174.61853
7,0.05,365.94156,67.25948,1149.28857,375.36581,22.63973,1113.18237,413.07059,9.25058,1090.96008,451.91702,1.93851,1077.47119,437.61148,33.43385,1162.2478,476.96674,35.8231,1170.10413,510.46643,31.40426,1178.53662
8,0.058,365.40231,66.90517,1149.20959,377.03574,22.29299,1112.74829,414.56583,11.17989,1091.99011,454.98911,5.94354,1079.41418,436.60135,36.77485,1162.60718,476.7594,35.9999,1171.67236,509.26346,33.11233,1180.69568
9,0.067,364.98224,67.07874,1149.32385,377.41638,22.82533,1112.62854,418.08984,11.85335,1092.28613,455.2854,8.76445,1081.25305,436.05566,38.1269,1163.97119,474.6347,37.95766,1173.9447,508.67502,34.67284,1182.52417
10,0.075,364.74243,67.99738,1149.96436,377.76059,23.29102,1112.60266,418.25656,13.00866,1093.10034,457.27567,11.63854,1082.56714,435.75812,38.89293,1164.37585,474.49185,39.72622,1174.44629,509.18393,36.95297,1183.68591
11,0.083,364.86743,68.91532,1150.01355,377.59558,23.64774,1112.61243,418.48083,14.77382,1093.44128,458.30902,12.50677,1082.92603,435.41132,39.71723,1164.44348,473.91888,41.73655,1174.56348,508.72305,37.68161,1183.79712
12,0.092,364.24149,69.96226,1149.80493,377.38986,25.92266,1112.60608,418.24066,15.0112,1093.31421,458.27512,13.33327,1082.92371,435.0697,39.30892,1165.17957,473.90903,41.73735,1174.58069,508.8111,37.51944,1183.42896
13,0.1,364.22217,69.86534,1149.93201,375.52914,26.82362,1112.95447,416.4856,15.29635,1093.14587,456.75574,13.61257,1082.74463,435.06311,39.99007,1164.13904,473.96207,40.25405,1173.95276,508.68561,37.44611,1182.54639
14,0.108,364.08966,70.03575,1150.14648,374.52426,26.22227,1113.28613,415.4938,15.3674,1092.57043,454.99649,13.38339,1082.48901,435.05258,39.79252,1164.06982,474.51849,39.76567,1172.27686,509.28375,36.93885,1179.22253
15,0.117,364.46503,70.52524,1150.61694,374.42783,25.95799,1113.88306,414.0416,14.24738,1093.15247,452.15628,12.0161,1081.5542,435.27362,39.08673,1163.62,474.49368,39.50568,1170.77515,509.66412,36.58334,1177.17468
16,0.125,364.21924,71.12883,1150.92017,372.75055,26.49721,1114.32068,410.60706,13.58784,1092.96411,450.29483,10.86706,1079.98071,435.27682,38.99172,1162.80139,474.95627,37.65827,1169.32349,510.43472,34.35074,1174.55408
17,0.133,363.47305,72.17937,1151.25916,371.35806,26.72582,1115.41565,409.88004,13.26214,1092.53308,447.42566,7.57978,1078.96875,436.17892,38.03913,1162.00537,476.86627,37.16423,1166.44751,511.7551,32.50225,1169.42102
