Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,281.9342,317.83224,1069.09668,312.01218,276.65494,1045.70764,349.6239,258.21689,1048.22522,395.6619,261.72992,1065.10632,373.31888,336.17609,1089.02954,417.59442,343.9776,1083.901,454.60965,355.74774,1075.53894
2,0.008,281.42218,317.95493,1073.10437,312.5867,277.32928,1049.50208,346.87808,261.30466,1051.79956,395.35382,262.92871,1068.58398,372.7088,339.22394,1092.79468,416.4068,344.05411,1088.23376,453.82639,356.7941,1080.14502
3,0.017,280.72534,320.05548,1075.87524,311.73749,276.98157,1052.3136,346.45804,262.6748,1054.39941,395.26535,264.00021,1073.16943,371.858,338.47723,1095.22864,415.53955,348.12149,1090.71191,451.79037,360.16263,1083.60681
4,0.025,280.38879,320.66605,1078.88696,311.80325,278.22861,1056.02612,345.73355,261.95844,1059.08984,395.33499,264.78577,1076.19177,371.54004,338.80927,1099.70166,415.23517,347.62094,1095.62781,453.08963,358.04581,1087.89465
5,0.033,279.59381,320.95938,1081.7998,311.6481,277.61652,1058.95117,345.79553,263.29099,1061.75586,394.80396,266.89459,1080.30115,370.0253,339.64786,1102.84631,413.41733,348.07608,1099.6825,452.35199,359.62076,1093.05737
6,0.042,279.41901,321.08542,1085.02112,311.23682,280.47534,1061.31348,345.78906,262.68176,1065.55994,394.02368,267.45801,1083.51428,369.78027,340.92053,1107.00757,413.54825,345.85782,1104.97839,450.68759,362.26111,1095.80432
7,0.05,278.56775,323.27997,1088.21729,311.87808,282.40094,1064.58606,345.00189,264.77335,1067.73633,394.29596,268.33032,1087.04834,368.24362,341.67764,1110.81592,412.42896,350.9668,1107.24341,449.64874,363.32755,1099.44946
8,0.058,277.90271,323.29318,1091.12097,311.11441,282.77823,1067.08386,345.76791,266.75858,1071.15796,392.96408,269.42459,1090.43066,368.35214,342.45676,1113.41309,412.03311,349.59814,1111.87048,449.15131,363.5676,1103.64954
9,0.067,277.12268,324.00885,1094.09204,310.16827,282.7569,1070.40479,345.20258,264.29916,1074.98792,393.51187,270.3071,1093.7937,367.4928,342.33218,1117.97302,411.16013,353.95044,1114.2677,448.01285,364.95438,1107.27197
10,0.075,276.41141,324.54773,1097.55505,309.07391,282.23871,1074.14221,345.22156,268.05875,1077.41797,392.97522,273.04306,1098.02649,366.80984,342.77692,1121.77637,411.31674,350.7298,1118.83582,447.8591,364.93515,1112.42822
11,0.083,275.36203,325.30344,1100.91528,309.55527,283.49606,1077.32556,344.02936,267.43799,1081.5553,391.84839,273.89218,1101.23877,365.76544,344.7114,1124.4939,411.17816,350.22305,1123.21045,447.6951,364.79755,1116.06897
12,0.092,275.56735,325.92322,1103.97913,308.58469,283.13678,1080.61963,343.38858,267.28256,1084.60742,391.52609,274.74789,1105.39941,365.04477,344.31335,1128.39429,408.83078,355.63052,1126.7135,446.93402,365.62781,1119.75061
13,0.1,273.88297,326.31979,1107.08911,307.82657,283.8382,1084.02502,342.0451,270.11008,1087.97852,390.94559,275.19272,1109.62122,363.53357,345.2067,1132.35034,408.35599,353.22198,1131.07544,445.07034,369.64807,1124.42383
14,0.108,273.87119,326.8093,1110.26306,307.55389,285.46536,1087.12122,343.40021,270.92227,1090.59021,390.17783,275.39914,1113.37683,362.9415,344.9368,1135.60828,407.51169,355.0885,1134.61414,444.16183,369.58722,1128.71057
15,0.117,272.83505,327.74924,1113.30627,307.16418,286.66364,1090.43982,340.86157,272.3559,1095.21143,389.37482,276.31717,1117.15381,361.68933,346.75613,1139.76758,406.8631,353.88278,1139.1571,442.93655,369.6861,1132.13464
16,0.125,272.21021,327.91281,1116.11877,306.75711,287.05411,1092.47278,341.31335,273.33658,1097.40894,388.64673,277.40857,1121.18323,361.64111,346.11624,1143.46118,405.85284,354.16721,1142.55615,441.7027,372.03909,1136.43188
17,0.133,271.48761,327.86279,1119.95117,306.65994,286.94598,1097.89087,340.14911,273.04001,1102.2157,388.15134,278.13663,1124.86475,360.42377,348.07901,1146.44263,402.78397,358.50473,1145.62769,441.24097,371.58371,1140.9082
18,0.142,270.10913,327.6293,1122.26062,306.00464,287.68338,1099.4873,340.25314,273.86725,1105.50903,387.24951,278.34637,1128.72095,359.98251,347.72031,1150.19373,404.91113,354.15436,1151.79236,440.46945,372.33133,1145.68665
19,0.15,269.89175,328.01764,1125.8208,305.69037,286.86227,1104.80969,339.51364,273.62064,1108.95276,386.21909,279.12442,1132.49927,358.84842,349.16129,1154.35791,401.05292,357.16153,1154.59229,439.18976,373.24762,1148.84375
20,0.158,269.41257,328.8255,1127.83948,304.95291,287.72412,1107.27356,340.297,274.94461,1111.88745,385.56177,280.39441,1134.98706,357.84842,349.74173,1156.65039,400.62396,360.15488,1157.39819,438.07819,374.10406,1153.03101
21,0.167,267.8385,328.12192,1132.12012,303.80591,287.28662,1110.13342,338.91068,273.94849,1115.95471,385.27914,280.35947,1139.75903,356.53741,351.14789,1160.91614,399.27588,358.785,1162.37646,438.88522,372.01572,1157.26025
22,0.175,267.22867,329.07483,1134.24866,304.1814,286.79489,1113.37927,337.81879,274.32687,1118.17224,384.52731,280.53827,1142.0332,355.48129,350.44913,1164.49866,399.26663,358.36499,1167.23682,436.03625,375.31406,1161.48145
23,0.183,266.48996,329.15869,1137.44971,302.16132,287.44174,1116.22412,338.52191,276.53372,1122.8031,383.93295,281.24197,1146.74023,354.81808,350.78506,1167.85803,398.50534,359.20273,1169.74377,435.3981,374.52179,1165.15637
