Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,553.92487,204.5755,1087.37012,559.41266,149.33209,1059.39612,590.70874,140.33144,1017.74561,627.41071,142.39015,972.9176,636.34589,198.65642,1053.27271,682.07184,188.17207,1012.62177,717.17072,185.99251,980.58984
2,0.008,553.91595,205.01489,1086.94067,558.38794,149.29785,1058.46033,590.87451,140.09395,1017.50751,628.67639,142.5235,973.54224,635.76123,198.25638,1054.34802,682.28149,189.16179,1014.99042,717.54553,187.22377,983.61084
3,0.017,553.54633,203.77341,1086.84717,558.20343,149.14561,1058.11682,591.98035,140.70589,1017.1377,630.85089,143.53806,974.1861,634.30969,197.524,1055.17554,683.20764,189.22046,1017.97913,719.19696,189.85791,985.84424
4,0.025,552.63757,203.66547,1086.54663,558.51208,148.30511,1057.06653,592.13489,141.54622,1016.46796,631.74847,145.58292,975.31818,634.25238,196.68289,1056.74573,682.78741,190.66888,1019.53064,720.30481,190.10962,990.40021
5,0.033,552.5155,203.51346,1086.3905,558.76392,148.19917,1056.89441,591.4715,143.24097,1016.00262,634.19897,147.03503,976.59631,633.2074,196.27632,1058.65991,683.42859,191.15106,1021.72101,721.20697,190.69868,992.39551
6,0.042,551.45404,203.07521,1086.1106,558.66443,148.61928,1055.72253,592.07166,143.79631,1016.96539,637.24286,147.25172,977.47504,633.04877,196.89279,1059.94434,683.64307,191.18646,1023.88873,721.96613,190.24196,995.98175
7,0.05,551.45404,203.07521,1086.1106,558.79846,148.58986,1055.59375,592.01422,145.03709,1017.15723,638.12402,148.79358,979.02252,632.7757,196.81233,1060.09631,683.6391,191.40831,1025.71704,723.00293,190.63928,997.70178
8,0.058,551.36328,203.28284,1085.84363,558.79846,148.58986,1055.59375,591.89587,145.72322,1016.94562,638.56567,149.8918,980.28339,632.45221,197.22543,1060.23218,683.82819,191.20956,1026.53076,723.81067,191.77484,999.1192
9,0.067,551.23059,203.65105,1085.73938,558.53839,148.49695,1055.47046,591.89587,145.72322,1016.94562,639.98169,150.10938,981.05054,632.59717,196.81929,1060.34155,683.48108,191.64491,1026.99658,724.0835,191.82695,999.6228
10,0.075,551.28461,203.7578,1085.63684,558.53839,148.49695,1055.47046,591.89587,145.72322,1016.94562,640.20282,150.20839,981.22943,632.59717,196.81929,1060.34155,683.7066,191.63579,1026.98792,723.93304,191.2679,1000.13855
11,0.083,551.74896,203.65614,1085.97717,558.53839,148.49695,1055.47046,591.89587,145.72322,1016.94562,639.98169,150.10938,981.05054,632.73584,196.73955,1060.20361,684.2793,191.19118,1026.51343,723.83221,191.38484,999.89056
12,0.092,552.17804,203.5321,1086.08289,558.53839,148.49695,1055.47046,592.71204,144.0439,1017.27014,638.75354,149.46944,980.98553,632.68451,196.82632,1059.776,684.40503,191.70708,1026.11792,723.89197,191.50894,999.28345
13,0.1,552.17804,203.5321,1086.08289,558.79846,148.58986,1055.59375,592.6958,142.90808,1017.32764,638.21204,148.37337,979.34937,632.59869,196.35179,1058.76123,684.70392,191.84518,1024.59656,723.60675,192.80022,997.13483
14,0.108,552.33582,203.50217,1086.07776,558.66443,148.61928,1055.72253,593.08557,142.17952,1016.82562,637.2915,146.74001,978.61554,633.05939,196.32294,1057.61646,683.90411,191.81232,1022.81006,723.52582,191.75075,995.38239
15,0.117,552.48077,203.72876,1086.04602,558.66443,148.61928,1055.72253,592.37561,141.64218,1016.6767,635.48151,146.69208,977.75421,632.85352,196.6685,1056.7594,683.69525,191.80339,1021.52197,722.4342,192.66115,992.69543
16,0.125,552.48077,203.72876,1086.04602,558.38513,148.93814,1056.1394,591.05591,142.90723,1015.98907,632.85486,145.89243,976.55634,633.21649,196.297,1055.37549,683.16724,191.37202,1020.03674,721.47662,191.79594,990.56238
17,0.133,552.74353,203.75206,1085.72864,558.38513,148.93814,1056.1394,590.62122,142.56441,1015.74475,631.86755,145.02812,975.03528,633.20892,197.16997,1054.5896,683.78198,191.73627,1017.61829,720.52423,190.76694,988.18835
18,0.142,553.03699,204.06427,1085.578,558.29834,148.90662,1056.82544,589.98883,142.24821,1016.0285,630.17218,144.91449,973.49115,632.91187,197.84235,1052.88892,682.44446,191.24887,1015.85822,719.19836,190.04675,985.32214
19,0.15,552.57147,204.95818,1085.24072,558.29834,148.90662,1056.82544,589.98883,142.24821,1016.0285,629.38037,143.6299,973.15594,632.99976,198.09689,1052.61621,681.86414,189.92035,1013.84802,717.80255,188.78247,983.03375
