Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,-1647.38672,333.44638,841.33936,-1622.95398,289.43661,845.64667,-1589.18091,265.47742,823.89587,-1557.04431,252.26189,788.13428,-1627.17273,345.83606,757.38739,-1615.51917,322.40881,705.22864,-1622.12244,283.4425,678.35834
2,0.008,-1639.16467,332.43646,842.2981,-1612.94116,291.0867,847.76447,-1579.29028,268.07257,827.1264,-1544.81738,250.97398,791.21558,-1614.49365,344.189,757.51471,-1605.21228,322.82523,707.45569,-1608.53284,282.06589,679.80945
3,0.017,-1626.88794,332.81662,843.56952,-1603.59595,292.60437,848.43719,-1570.5448,267.97321,828.55524,-1534.65906,252.38216,793.89288,-1604.07642,345.20874,758.08948,-1593.00464,321.24228,707.99451,-1598.5708,280.45316,681.41119
4,0.025,-1616.3241,334.70682,843.3725,-1592.33899,291.78955,846.83923,-1557.328,267.09735,829.6214,-1523.64148,253.85513,798.26385,-1592.34387,343.28928,758.93506,-1581.88892,318.689,708.30896,-1587.26672,280.60895,682.11163
5,0.033,-1608.21338,334.51172,842.31641,-1584.16321,295.36877,851.99152,-1546.27148,269.15787,830.47864,-1511.13623,252.16637,799.81384,-1581.69446,343.81793,759.33197,-1573.34094,319.15652,708.05884,-1573.44934,276.60483,683.07874
6,0.042,-1597.27258,335.11746,841.97919,-1570.49585,296.05588,849.93054,-1537.05713,268.31802,834.31982,-1501.76868,252.32172,802.41431,-1569.9281,341.33051,758.70233,-1557.39258,314.50406,708.87524,-1563.27905,275.6243,685.39825
7,0.05,-1586.4281,335.84634,843.06177,-1561.67688,296.77377,854.16473,-1523.19849,270.89206,836.90753,-1488.86926,252.16805,805.71796,-1559.30371,341.11893,759.79285,-1548.32361,314.34399,710.37946,-1551.0658,272.47122,686.20746
8,0.058,-1575.59692,335.78748,844.80939,-1552.07288,296.49701,855.60101,-1516.01489,271.68289,838.10718,-1479.43738,253.46144,806.29242,-1549.26001,340.34149,760.01636,-1539.10254,311.62189,711.36182,-1541.64917,272.81958,688.35107
9,0.067,-1564.88477,335.33359,845.4726,-1541.14014,294.76089,854.79877,-1506.46606,269.72058,839.89423,-1469.73584,253.5405,808.06763,-1539.08008,340.29361,760.17621,-1527.08728,311.4989,711.92249,-1528.67468,268.30731,689.02576
10,0.075,-1557.59314,334.92529,846.61584,-1532.22974,295.28262,855.54285,-1492.27917,271.44244,841.69757,-1457.18958,251.60788,808.44525,-1526.84045,337.63431,760.31915,-1514.62927,308.97934,712.92963,-1519.02869,266.93857,690.00647
11,0.083,-1545.94324,335.18524,845.42267,-1525.53894,295.98898,852.67511,-1487.3385,271.13779,841.86249,-1448.4425,251.47908,811.9314,-1519.53784,337.98282,760.73712,-1504.61816,308.00726,712.539,-1508.83496,265.84818,691.39728
12,0.092,-1541.69238,331.41467,845.77429,-1513.11292,294.49283,856.49811,-1476.54272,270.61667,840.98285,-1437.24414,250.64674,811.3963,-1509.11902,336.96417,760.27118,-1493.46838,305.13742,714.54492,-1497.13293,263.55588,690.039
13,0.1,-1526.21155,332.88254,845.39856,-1497.32568,294.47794,853.1629,-1466.26929,267.35031,843.43378,-1429.20361,249.45352,811.91016,-1499.37732,335.80692,760.55072,-1485.89868,306.22885,713.84778,-1488.45056,263.52631,691.45953
14,0.108,-1524.70959,331.3494,845.78717,-1493.75671,293.87781,853.42719,-1457.41394,267.37195,839.58838,-1419.06018,249.81126,810.71796,-1488.30432,334.65976,760.14856,-1475.13135,304.38205,713.51678,-1479.35071,261.77072,691.55243
15,0.117,-1506.59705,330.62161,845.51605,-1487.40076,294.72202,855.94415,-1451.28796,266.85507,841.77722,-1412.07996,250.64626,809.49805,-1482.77502,336.82141,760.10461,-1465.93091,305.58325,712.83301,-1470.05688,262.82123,692.80255
16,0.125,-1499.02783,330.59512,844.96704,-1476.43433,290.34341,853.88861,-1439.44019,264.08609,838.51855,-1401.76611,249.25682,807.50287,-1471.04382,334.78421,760.17657,-1458.29358,305.38852,713.32837,-1462.3689,263.46884,691.55157
17,0.133,-1490.87622,330.85675,844.20062,-1470.78796,290.05695,853.31445,-1432.59778,264.11417,836.38763,-1395.3927,248.42975,805.3667,-1461.85779,334.42749,760.44202,-1451.22998,306.90097,713.49738,-1453.89136,264.17963,688.82532
18,0.142,-1484.15161,330.19543,844.82471,-1458.50415,287.46451,852.38513,-1426.06067,263.23129,833.38605,-1387.32727,248.95009,802.89813,-1455.04639,334.116,760.25275,-1444.0144,306.36923,712.7652,-1446.4325,265.42603,688.51007
19,0.15,-1477.73352,327.96082,845.49976,-1453.09961,285.97946,851.68427,-1415.68274,261.75592,833.0575,-1380.52319,248.31133,801.34607,-1446.13867,333.5827,759.82574,-1432.57361,305.92633,711.0683,-1440.39893,267.23532,687.29736
20,0.158,-1467.43628,327.22632,844.56982,-1446.48096,285.16241,848.53436,-1412.86829,259.94711,829.69055,-1372.62268,246.54919,797.2215,-1441.07581,334.59967,759.04742,-1427.78296,306.36029,710.08685,-1432.44775,266.25943,685.42419
21,0.167,-1460.8219,327.03732,843.099,-1437.72205,286.74255,851.07544,-1402.2489,261.10989,828.46466,-1365.7406,246.20328,794.9115,-1435.36011,334.13272,758.40375,-1423.07251,307.77951,709.76288,-1427.08582,267.63354,682.09918
