Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,244.53522,388.46588,611.35052,242.96204,350.69086,640.85101,268.11227,307.80646,655.40741,300.92792,265.48889,634.27362,327.53009,373.95978,580.50262,366.6106,331.78329,565.51477,361.50809,280.00427,561.09125
2,0.008,245.15936,390.12231,611.5827,243.59259,351.84912,641.03131,267.65405,310.35504,659.9892,298.94806,266.86877,640.70636,327.37149,370.28189,579.16675,363.19525,324.65921,564.11249,358.84613,275.57007,562.65204
3,0.017,244.87181,392.73804,611.66461,244.50513,355.78067,642.74969,267.03003,315.39594,663.71155,297.2709,269.18832,647.70789,327.71909,366.90616,578.63629,361.1525,319.78571,564.00482,355.42767,270.46622,564.42157
4,0.025,246.07281,393.51144,611.20618,244.89558,359.16946,643.47223,267.56427,320.14459,666.1181,296.57312,272.93845,655.2312,328.18686,365.52133,577.1944,357.60562,315.93396,564.9209,352.75443,265.85458,566.00165
5,0.033,246.11555,394.64505,609.96851,246.46974,362.25986,642.90656,268.04404,326.64081,668.7204,297.06314,276.88568,661.42267,327.8772,363.09686,575.69983,355.95233,311.88913,564.55353,348.77695,262.15778,567.56519
6,0.042,245.74286,395.8212,609.0979,247.48624,366.06241,643.66638,268.02701,330.18774,669.6626,297.01349,283.16373,667.58936,327.37674,361.57962,573.68231,353.08344,309.61139,564.93518,345.51288,260.17801,570.35352
7,0.05,244.87892,398.74408,607.63452,247.00519,370.01968,642.90247,270.15689,337.54163,670.55658,299.32303,290.18283,671.63623,326.51596,360.38895,571.73993,351.45731,308.50354,564.37024,344.86588,259.2933,573.3858
8,0.058,244.2646,399.60324,604.78894,247.57733,373.53833,642.3103,270.10828,342.85205,671.29907,300.28864,295.73367,675.46204,326.37411,360.61862,570.87933,350.46957,306.05679,565.68878,343.11508,259.47934,575.1394
9,0.067,242.81282,401.11804,603.00421,247.53752,376.09793,640.67755,271.32693,347.95334,670.38971,302.77771,301.60077,676.24023,325.45609,361.06647,569.22009,348.9317,306.52652,566.23358,342.14117,259.65836,578.5426
10,0.075,242.05008,402.69,600.00128,247.62546,380.08884,639.74652,272.82764,352.90186,670.48645,304.67676,308.43478,678.01764,323.04013,361.621,566.69202,347.32138,304.7533,565.14612,343.56067,262.05099,581.25659
11,0.083,241.60461,404.23419,596.8429,247.47865,382.77469,636.71729,272.79776,357.9245,669.00958,305.7258,313.04483,677.78418,323.97339,364.0379,564.65826,350.58838,311.41257,566.55566,343.6857,263.81741,583.17938
12,0.092,239.58153,404.96213,593.24249,247.16986,385.29214,635.80804,274.30322,363.6601,667.19562,308.4696,319.80792,677.56598,322.32471,364.58084,562.15729,350.45105,312.54724,566.18048,346.3465,268.52811,583.50256
13,0.1,238.68488,406.2049,591.17725,246.88065,388.091,634.36804,274.59961,364.75406,665.52954,310.90622,323.85513,676.38776,321.62836,368.26334,561.08942,351.02252,316.01111,565.61652,349.28745,272.35614,585.44745
