Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,461.47903,290.14328,1393.62,456.75565,268.82037,1434.95068,453.81326,243.46936,1455.34399,452.91376,226.8699,1486.53784,503.64862,202.17166,1409.24988,500.91785,151.58885,1414.30188,488.73022,102.46056,1412.36816
2,0.008,461.76456,289.78836,1393.34656,457.19296,268.37704,1434.90283,453.9118,243.46941,1455.28088,453.23206,226.80193,1486.12683,503.64862,202.17166,1409.24988,500.91785,151.58885,1414.30188,488.73022,102.46056,1412.36816
3,0.017,461.76456,289.78836,1393.34656,457.32443,268.25208,1434.61511,453.9118,243.46941,1455.28088,453.23206,226.80193,1486.12683,503.64862,202.17166,1409.24988,504.25946,149.69604,1418.29785,488.86722,102.38072,1412.20508
4,0.025,461.76456,289.78836,1393.34656,456.9209,268.02051,1434.73511,454.11044,243.31657,1455.1853,453.23206,226.80193,1486.12683,503.64862,202.17166,1409.24988,504.50662,149.24953,1418.52734,488.86722,102.38072,1412.20508
5,0.033,462.14362,289.45337,1393.14233,457.32443,268.25208,1434.61511,454.10834,243.47401,1455.06287,453.42224,226.68417,1485.9978,504.00491,201.78934,1408.8363,504.62411,149.4585,1418.69519,488.96857,102.55862,1412.04248
6,0.042,462.22412,289.23083,1392.6853,457.32443,268.25208,1434.61511,454.10834,243.47401,1455.06287,453.42224,226.68417,1485.9978,504.00491,201.78934,1408.8363,504.60043,149.35434,1418.41663,489.31543,102.05553,1412.33972
7,0.05,462.22412,289.23083,1392.6853,456.9209,268.02051,1434.73511,454.10834,243.47401,1455.06287,453.42224,226.68417,1485.9978,504.00491,201.78934,1408.8363,504.61749,149.25797,1418.25427,489.31543,102.05553,1412.33972
8,0.058,462.22412,289.23083,1392.6853,457.32443,268.25208,1434.61511,454.10834,243.47401,1455.06287,453.46756,226.92007,1485.89832,504.82166,202.33092,1409.16345,504.61749,149.25797,1418.25427,489.31543,102.05553,1412.33972
9,0.067,462.36914,289.00824,1392.5675,457.60229,268.03311,1434.45483,454.10834,243.47401,1455.06287,453.36032,227.08505,1485.87378,504.64267,201.98615,1408.9126,504.61749,149.25797,1418.25427,489.31543,102.05553,1412.33972
10,0.075,462.36914,289.00824,1392.5675,457.60229,268.03311,1434.45483,454.10834,243.47401,1455.06287,453.60269,226.83223,1485.88623,504.77072,201.99597,1408.50073,504.61749,149.25797,1418.25427,489.31543,102.05553,1412.33972
11,0.083,462.36914,289.00824,1392.5675,457.9281,268.19272,1434.01819,454.31622,243.41811,1455.13159,453.60269,226.83223,1485.88623,504.77072,201.99597,1408.50073,504.61749,149.25797,1418.25427,489.31543,102.05553,1412.33972
12,0.092,462.4079,288.70618,1392.23267,458.25882,268.15958,1433.91223,454.29279,243.28464,1454.89673,454.48206,226.63976,1485.82654,504.77072,201.99597,1408.50073,504.61749,149.25797,1418.25427,489.31543,102.05553,1412.33972
13,0.1,462.4079,288.70618,1392.23267,457.95035,268.13406,1434.19128,454.71112,244.09323,1456.21631,454.42038,226.80978,1485.88013,504.77072,201.99597,1408.50073,504.61749,149.25797,1418.25427,489.34894,102.38618,1412.1084
14,0.108,462.58618,288.65167,1392.22217,458.25882,268.15958,1433.91223,454.5332,244.05597,1456.32507,454.55231,226.7252,1485.92212,504.77072,201.99597,1408.50073,504.57175,148.37212,1417.42932,489.31543,102.05553,1412.33972
15,0.117,462.58618,288.65167,1392.22217,458.25882,268.15958,1433.91223,455.03845,244.13948,1456.36572,454.35068,226.66016,1485.90051,504.77072,201.99597,1408.50073,504.67645,148.07698,1417.33337,489.38773,102.52427,1411.91101
16,0.125,462.62839,288.673,1392.15955,458.56879,267.68152,1433.67505,454.78235,243.30672,1454.89575,454.56873,226.77219,1485.8479,504.77072,201.99597,1408.50073,504.81546,148.64879,1417.83752,489.3667,102.07121,1411.95349
17,0.133,462.62839,288.673,1392.15955,456.0144,266.77203,1432.77478,454.78235,243.30672,1454.89575,454.63849,226.92168,1485.82751,499.94254,201.88861,1406.17664,504.81546,148.64879,1417.83752,489.59793,102.60701,1411.44934
18,0.142,462.62839,288.673,1392.15955,456.25623,266.67453,1432.79041,455.12051,243.26489,1454.35193,454.94968,226.69939,1485.75574,499.94254,201.88861,1406.17664,504.81546,148.64879,1417.83752,489.59793,102.60701,1411.44934
19,0.15,462.77084,288.47342,1392.0636,456.25623,266.67453,1432.79041,455.21912,243.26488,1454.2887,454.93384,226.61008,1485.62207,499.94254,201.88861,1406.17664,504.81546,148.64879,1417.83752,489.53418,102.88006,1411.32007
20,0.158,462.96674,288.6781,1392.17554,458.28995,267.63086,1433.69031,455.32654,242.93594,1454.10364,455.24216,226.94559,1485.61438,504.77072,201.99597,1408.50073,504.81546,148.64879,1417.83752,489.59793,102.60701,1411.44934
21,0.167,463.005,288.73935,1392.07483,455.74442,266.22247,1432.67078,455.37561,243.21492,1454.27173,455.15778,227.03232,1485.55188,499.94254,201.88861,1406.17664,504.81546,148.64879,1417.83752,489.53418,102.88006,1411.32007
