Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,88.80727,172.68771,596.26782,71.83867,122.19975,602.10248,81.71104,80.05942,589.93652,110.02142,46.87843,582.71515,156.62769,122.52149,585.8941,171.44612,81.12807,560.08643,169.5405,52.98506,523.77417
2,0.008,88.51284,172.27847,596.41101,70.64443,119.49222,601.44299,80.38499,79.80374,590.57629,109.13777,46.70596,584.32452,156.687,121.81078,586.16095,170.48531,79.80715,560.06335,167.2627,52.62146,523.61432
3,0.017,88.66956,171.72391,595.62537,73.49766,120.45494,600.59436,80.2321,79.21603,592.49219,109.93644,47.26706,589.17181,156.76845,121.52885,586.30933,169.40424,79.06984,560.34058,166.13112,52.53248,523.46155
4,0.025,88.91671,170.80135,595.31543,74.77351,120.12942,603.25031,80.2673,79.32372,592.94312,111.1188,49.03937,593.26678,157.18935,121.11308,587.56219,168.44482,78.47908,562.48059,166.6347,51.69929,525.87964
5,0.033,88.2682,171.30688,595.09003,74.43324,120.94432,605.16772,81.90553,83.31423,597.05731,112.43094,48.65688,597.87604,157.00046,122.56449,588.84387,170.45509,80.80699,564.67212,166.6685,52.80515,529.18878
6,0.042,88.47236,172.73352,594.28864,74.66901,122.12012,605.87183,83.01273,84.18325,600.34851,114.06342,52.1993,601.71307,157.96655,125.46616,589.14557,172.25822,82.58931,565.4762,168.42624,51.96251,531.23157
7,0.05,88.2621,173.89459,593.86951,74.37429,126.33929,607.72644,85.05808,87.22093,603.59314,116.36519,54.59737,606.15668,158.39198,127.92627,590.35913,172.56644,84.33289,567.29144,170.43066,53.6007,534.38312
8,0.058,88.85188,175.04994,592.79187,75.34889,126.56034,608.8075,87.17818,87.79379,605.32501,120.66756,56.82357,609.74677,159.94386,131.01054,590.35156,174.83578,89.35603,568.61359,172.20995,55.80564,536.06659
9,0.067,89.10403,176.27676,591.46844,75.84303,125.94245,609.12177,90.13779,90.04498,607.76282,123.99073,60.61289,611.4986,160.04518,134.62581,589.98737,176.28685,92.32938,569.66461,175.30048,58.96598,538.41687
10,0.075,88.12344,177.72563,590.51398,76.71752,128.63136,609.36951,92.06419,90.48071,608.75793,126.76769,62.52006,613.19556,160.839,136.66689,590.13464,180.45813,93.99603,571.31293,177.58971,61.30561,539.24792
11,0.083,87.70443,178.13715,589.61871,77.83385,130.80327,609.02423,93.68918,92.17702,609.93634,130.51381,66.40087,613.65973,160.04019,140.27141,588.96027,182.70636,96.96857,572.71613,180.01541,62.56688,540.30139
12,0.092,88.21361,178.87862,588.73615,78.35733,131.88835,608.98981,95.41846,95.61532,610.00818,132.7473,69.38107,613.42358,159.7946,142.33409,588.80585,183.30437,101.04028,571.46576,181.91978,65.02035,539.96106
