Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,47.3138,210.3045,1111.79749,8.74403,176.1819,1109.23193,11.1918,119.71127,1126.50598,26.79801,70.7017,1135.62415,72.64155,131.63925,1176.14221,81.87992,86.43723,1171.17188,83.73237,41.11469,1169.2384
2,0.008,43.72502,210.8217,1110.90369,5.62442,177.6801,1108.63232,7.42858,122.22288,1126.48743,22.35368,71.06012,1136.81445,67.30173,132.83815,1175.23425,76.07157,88.68801,1170.75391,77.60727,42.42048,1170.27319
3,0.017,40.17908,211.20735,1109.62231,2.55213,180.47894,1108.25464,2.00737,122.2659,1127.33948,16.31952,72.70719,1137.04944,64.28979,134.06885,1174.76111,71.04711,90.92283,1171.15649,70.96641,43.13956,1169.96204
4,0.025,38.94927,212.63651,1107.37024,-0.2041,180.18988,1107.23926,-3.26263,124.79126,1126.97961,10.34501,76.17464,1137.33313,59.15902,134.64827,1174.11768,65.90495,89.61195,1170.67969,64.50062,43.8233,1169.17969
5,0.033,36.32283,212.92947,1105.55432,-5.00559,181.01527,1106.08679,-6.72009,127.08826,1125.58264,4.31514,76.40115,1136.99084,56.37983,134.2972,1172.51221,60.20227,89.35365,1169.26196,59.17045,43.48156,1168.68286
6,0.042,33.665,212.5256,1103.82971,-8.77948,183.68309,1104.60693,-11.69384,125.89647,1123.2146,-3.06147,77.02584,1136.80652,51.38717,133.77312,1171.22375,54.4623,89.33094,1167.40234,52.73914,43.68739,1167.27136
7,0.05,31.71382,212.66983,1102.9303,-10.99533,184.81778,1103.27148,-15.71814,129.86392,1122.94934,-7.31615,80.63552,1135.54272,47.86383,134.3342,1170.21252,48.83534,89.4907,1166.82813,46.89654,43.29277,1166.33594
8,0.058,28.79676,213.41908,1101.69763,-13.76423,185.54741,1103.72681,-21.22393,131.17752,1121.11816,-12.80583,79.29464,1133.88367,43.32961,133.53806,1169.08594,44.08228,88.94905,1164.93628,40.03011,42.56656,1165.17236
9,0.067,26.59978,213.44516,1100.3501,-16.31632,186.62987,1102.27344,-23.5894,129.67392,1119.43945,-16.89115,79.23538,1131.7998,39.91106,134.19258,1167.86804,39.26463,89.10848,1163.78894,34.69603,44.13319,1163.03198
10,0.075,24.1841,213.37086,1099.60181,-19.23602,186.74136,1100.51184,-27.78871,132.54066,1119.14819,-21.95662,81.18787,1130.45508,35.16347,133.77515,1166.85217,36.12853,87.92272,1163.02869,29.64429,43.16254,1161.80676
