Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,641.99707,164.92792,1398.40845,663.87219,102.69667,1365.03906,702.8894,76.14926,1357.78235,727.1626,48.74883,1346.60193,735.47833,121.75124,1418.01099,783.8587,104.06353,1413.2655,828.54535,93.04466,1396.54749
2,0.008,641.98853,164.97392,1398.68604,663.87219,102.69667,1365.03906,702.95038,75.04468,1358.66296,727.6969,48.76962,1347.46741,735.40729,121.51649,1417.98022,783.8587,104.06353,1413.2655,828.55182,92.93933,1396.41003
3,0.017,642.14648,164.92516,1398.60645,663.87219,102.69667,1365.03906,702.95038,75.04468,1358.66296,727.6969,48.76962,1347.46741,735.66125,121.26537,1418.11816,783.8587,104.06353,1413.2655,828.61298,92.42097,1396.57178
4,0.025,641.98853,164.97392,1398.68604,663.87219,102.69667,1365.03906,702.95038,75.04468,1358.66296,727.6969,48.76962,1347.46741,735.36438,121.30022,1418.10046,783.79327,103.93594,1413.42749,828.66833,92.32063,1396.75183
5,0.033,642.1377,164.97159,1398.88428,663.87219,102.69667,1365.03906,702.95038,75.04468,1358.66296,727.6969,48.76962,1347.46741,735.40729,121.51649,1417.98022,783.59808,103.90803,1413.42981,828.58911,92.06355,1396.63684
6,0.042,642.44507,164.85573,1398.67554,663.87219,102.69667,1365.03906,702.95038,75.04468,1358.66296,727.6969,48.76962,1347.46741,735.40729,121.51649,1417.98022,783.75464,103.89024,1413.28394,828.58911,92.06355,1396.63684
7,0.05,642.2959,164.85806,1398.47729,663.87219,102.69667,1365.03906,702.95038,75.04468,1358.66296,727.6969,48.76962,1347.46741,735.8147,121.37321,1417.89075,783.75464,103.89024,1413.28394,828.67474,92.21532,1396.61438
8,0.058,642.8089,164.33997,1398.72534,663.87219,102.69667,1365.03906,702.8894,76.14926,1357.78235,727.6969,48.76962,1347.46741,735.90021,121.62927,1417.90381,783.75464,103.89024,1413.28394,828.74451,92.17373,1396.5376
9,0.067,642.77155,164.37413,1398.44971,663.87219,102.69667,1365.03906,702.95038,75.04468,1358.66296,727.1626,48.74883,1346.60193,736.41681,122.4034,1418.04199,783.75464,103.89024,1413.28394,828.74243,92.40079,1396.32349
10,0.075,642.8089,164.33997,1398.72534,663.87219,102.69667,1365.03906,702.95038,75.04468,1358.66296,727.1626,48.74883,1346.60193,736.7113,122.36831,1418.04797,783.94958,104.02948,1413.06006,829.03229,92.43119,1395.70862
