Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,451.44904,463.07452,865.32458,437.62018,404.62091,836.92206,462.14139,389.6423,789.8103,454.48386,392.81476,731.37408,485.02814,471.01926,775.62488,478.79086,474.35153,721.90887,460.80728,485.70047,670.65729
2,0.008,451.48215,462.87967,865.04224,437.62018,404.62091,836.92206,462.8252,389.88968,789.84601,454.33157,393.32272,731.42859,485.02814,471.01926,775.62488,478.6972,474.47925,721.65778,460.71429,485.81845,670.55438
3,0.017,451.5477,462.6297,864.96332,437.62018,404.62091,836.92206,462.8252,389.88968,789.84601,454.48386,392.81476,731.37408,485.02814,471.01926,775.62488,478.42361,474.50479,721.62158,460.71429,485.81845,670.55438
4,0.025,451.23315,462.94266,865.16638,437.62018,404.62091,836.92206,462.8252,389.88968,789.84601,454.48386,392.81476,731.37408,485.02814,471.01926,775.62488,478.56345,474.3963,721.7113,460.71429,485.81845,670.55438
5,0.033,451.23315,462.94266,865.16638,437.62018,404.62091,836.92206,462.14139,389.6423,789.8103,453.9454,392.68112,731.1015,485.02814,471.01926,775.62488,478.13568,474.56415,721.91406,460.71429,485.81845,670.55438
6,0.042,450.74957,462.91284,865.23865,437.62018,404.62091,836.92206,462.14139,389.6423,789.8103,454.48386,392.81476,731.37408,485.02814,471.01926,775.62488,478.13568,474.56415,721.91406,460.71429,485.81845,670.55438
7,0.05,450.68188,462.63907,865.33112,437.62018,404.62091,836.92206,462.14139,389.6423,789.8103,454.48386,392.81476,731.37408,485.02814,471.01926,775.62488,477.99588,474.93912,721.84399,460.71429,485.81845,670.55438
8,0.058,450.9487,462.42819,865.61987,437.62018,404.62091,836.92206,462.14139,389.6423,789.8103,453.9454,392.68112,731.1015,484.89386,471.11404,775.74127,477.99588,474.93912,721.84399,460.71429,485.81845,670.55438
9,0.067,450.68298,462.85675,865.2951,437.62018,404.62091,836.92206,461.65396,390.13382,789.51263,453.79309,393.18906,731.15607,484.89386,471.11404,775.74127,477.99588,474.93912,721.84399,460.71429,485.81845,670.55438
10,0.075,450.59921,463.16971,865.7384,437.62018,404.62091,836.92206,461.65396,390.13382,789.51263,454.33157,393.32272,731.42859,484.79929,471.25903,775.49261,478.07565,475.25006,722.03613,460.71429,485.81845,670.55438
11,0.083,450.2749,463.46283,866.02295,437.62018,404.62091,836.92206,461.65396,390.13382,789.51263,454.33157,393.32272,731.42859,484.89386,471.11404,775.74127,478.07565,475.25006,722.03613,460.71429,485.81845,670.55438
12,0.092,449.89188,464.20728,865.26843,437.62018,404.62091,836.92206,461.65396,390.13382,789.51263,454.33157,393.32272,731.42859,484.89386,471.11404,775.74127,478.07565,475.25006,722.03613,460.71429,485.81845,670.55438
13,0.1,449.65311,464.43088,865.31396,437.45612,404.96429,837.16351,461.65396,390.13382,789.51263,454.33157,393.32272,731.42859,484.79929,471.25903,775.49261,478.07565,475.25006,722.03613,460.71429,485.81845,670.55438
